,Order,SubjectID,ServerTimestamp,AssignmentID,ProblemID,Attempt,CodeStateID,Score,Code,Between,N Way,2xN,Other,OtherReason
55,37807,717fb24cc33821afb4bcd529696cdfce,02/25/19 12:03 AM,439,12,1,e37687235bbe00bf38b0243cecacd832670f6e2a,1,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    boolean squirrelPlay;
    
    if ((isSummer) && ((temp >= 60) && (temp <= 100)))
    {
        squirrelPlay = true;
    }
    else if ((temp >= 60) && (temp <= 90))
    {
        squirrelPlay = true;
    }
    else
    {
        squirrelPlay = false;
    }
    return squirrelPlay;
}
",0,0,0,0,
56,44242,717fb24cc33821afb4bcd529696cdfce,02/24/19 10:35 PM,439,232,1,c459a21a268e7687faa289cdf404b0d87512b965,0,"public String alarmClock(int day, boolean vacation)
{
    int alarmClock;
    
    if (vacation)
    {
        alarmClock = ""off"";
    }
    else if ((alarmClock == 0) || (alarmClock == 6))
    {
        alarmClock = ""7:00"";
    }
    else
    {
        alarmClock = ""10:00"";
    }
}
",0,0,1,1,Many
76,60927,717fb24cc33821afb4bcd529696cdfce,02/24/19 11:40 PM,439,233,1,ce99b542582c487d062edc791166f90f6b8a54b0,0,"public boolean love6(int a, int b)
{
    boolean love6;
    
    if ((a == 6) || (b == 6))
    {
        love6 = true;
    }
    else if (a + b == 6)
    {
        love6  = true;
    }
    else if (a - b == Math.abs(6))
    {
        love6 = true;
    }
    else
    {
        love6 = false;
    }
    return love6;
}
",0,0,0,1,abs
82,66566,717fb24cc33821afb4bcd529696cdfce,02/24/19 11:35 PM,439,5,1,77ef41c9051bc2d90dc72510fd40ea3619a48ac5,1,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    boolean answerCall;
    
    if (isAsleep)
    {
        answerCall = false;
    }
    else if ((isMom) && (isMorning))
    {
        answerCall = true;
    }
    else if (isMorning)
    {
        answerCall = false;
    }
    else
    {
        answerCall = true;
    }
    return answerCall;
}
",0,0,0,0,
83,69908,717fb24cc33821afb4bcd529696cdfce,02/24/19 10:59 PM,439,235,1,a54b3f86ac5276a4816d7fafef6ffd5ac46d6952,0,"public int dateFashion(int you, int date)
{
    int dateFashion;
    
    if ((you >= 8) && (date >= 8))
    {
        dateFashion = 2;
    }
    else if ((you <= 2) || (date <= 2))
    {
        dateFashion = 0;
    }
    else if ((you >= 8) || (date >= 8))
    {
        dateFashion = 2;
    }
    else
    {
        dateFashion = 1;
    }
}
",0,1,0,0,
91,78042,717fb24cc33821afb4bcd529696cdfce,02/24/19 11:30 PM,439,236,1,9ebd64a391394ac937d40aa7e37463bcaa0b3e81,0,"public int greenTicket(int a, int b, int c)
{
    int greenTicket;
    
    if ((a == c) || (a == b) || (b == c))
    {
        greenTicket = 10;
    }
    else if ((a == c) && (c == b))
    {
        greenTicket = 20;
    }
    else
    {
        greenTicket = 0;
    }
    return greenTicket;
}
",0,1,0,0,
144,120460,717fb24cc33821afb4bcd529696cdfce,02/24/19 11:47 PM,439,1,1,15144c946ff142acf60a3d36566326feab58f6be,1,"public int sortaSum(int a, int b)
{
    int sortaSum;
    
    if ((a + b >= 10) && (a + b <= 19))
    {
        sortaSum = 20;
    }
    else
    {
        sortaSum = a + b;
    }
    return sortaSum;
}
",0,0,0,0,
157,135310,717fb24cc33821afb4bcd529696cdfce,02/24/19 11:57 PM,439,3,1,51dd8226f2d4ab14e2959c57934e34478c11be42,1,"public boolean in1To10(int n, boolean outsideMode)
{
    boolean in1to10;
    
    if ((outsideMode == false) && ((n >= 1) && (n <= 10)))
    {
        in1to10 = true;
    }
    else if ((outsideMode) && ((n <= 1) || (n >= 10)))
    {
        in1to10 = true;
    }
    else
    {
        in1to10 = false;
    }
    return in1to10;     
                 
}
",0,0,0,0,
5,12717,8efe4ff08d6f51db0f7179fbef12f2f1,02/25/19 3:48 AM,439,234,1,08e99e01d814a55f15adec8ea2dbb841d7dfed3b,0,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    boolean t=true;
    if (weekend==true)
    {
        if (cigars>=40)
    	{
        	t=true;
    	}
    
    	else 
        {
            t=false;
        }
    }
    
    else
    {
    	if (cigars<=60 && cigars>=40)
    	{
        	t=true;
    	}
    
    	else 
        {
            t=false;
        }
    }
    return t;
}
",0,0,0,1,Variable
27,35487,8efe4ff08d6f51db0f7179fbef12f2f1,02/25/19 3:24 AM,439,13,1,51f5d7070803828e25e9abb61f386118e33576f1,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    int ticket = 0;
    if (isBirthday==true)
    {
        speed = speed-5;
    }
    else
    {
    	if (speed<60)
    	{
        	ticket = 0;
    	}
    
    	else if (speed>=61 || speed<=80)
    	{
        	ticket = 1;
    	}
    
    	else 
    	{
        	ticket = 2;
    	}
    }
}
",1,0,0,0,
39,38603,8efe4ff08d6f51db0f7179fbef12f2f1,02/25/19 4:08 AM,439,12,1,c7142de155250f2a4432440ea9fb3128c93bcae7,0,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    boolean t=true;
    if (isSummer==true)
    {
        if (temp>=60 && temp<=90)
    	{
        	t=true;
    	}
    
    	else 
        {
            t=false;
        }
    }
    
    else
    {
    	if (temp>=60 && temp<=100)
    	{
        	t=true;
    	}
    
    	else 
        {
            t=false;
        }
    }
    return t;
}
",0,0,1,0,
41,46997,8efe4ff08d6f51db0f7179fbef12f2f1,02/25/19 3:35 AM,439,232,1,c85fede9497d63d0eabed64107a6168db3602a56,0,"public String alarmClock(int day, boolean vacation)
{
    String t=""off"";
    if (vacation==true)
    {
        t=""off"";
    }
    
    else
    {
    	if (day != 0 || day!= 6)
    	{
        	t=""10:00"";
    	}
    
    	else 
        {
            t=""7:00"";
        }
    }
    return t;
}
",0,0,1,0,
86,62084,8efe4ff08d6f51db0f7179fbef12f2f1,02/25/19 4:02 AM,439,233,2,0c6aeb9b16c6c082640f9f83c86e88414fe978fb,0,"public boolean love6(int a, int b)
{
    boolean t=true;
    int x = Math.abs(a-b);
    if (a==6 || b==6)
    {
        t=true;
    }
    else if (x==6)
    {
     t=true;   
    }
    else
    {
        t=false;
    }
}
",0,1,0,0,
91,67602,8efe4ff08d6f51db0f7179fbef12f2f1,02/25/19 3:54 AM,439,5,1,86289a873268ff2f4c0b9d8d08cf4b027afc3e43,0,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    boolean t=true;
    if (isMorning==true && isMom==true)
    {
        t=true;
    }
    else if (isMorning==true && isMom!=true)
    {
        t=false;
    }
    else
    {
    	t=true;
    }
    return t;
}
",0,1,0,0,
95,70844,8efe4ff08d6f51db0f7179fbef12f2f1,02/25/19 3:40 AM,439,235,1,61d79858c1b1108c5e3025550993539c9cbf0e81,0,"public int dateFashion(int you, int date)
{
    int t=0;
    if (you<=8 || date<=8)
    {
     	t=2;   
    }
    else if (you>=2 || date>=2)
    {
     	t=0;   
    }
    else
    {
     t=1;   
    }
    return t;
}
",0,1,0,0,
112,79335,8efe4ff08d6f51db0f7179fbef12f2f1,02/25/19 3:52 AM,439,236,1,6e5972d30f45ad29bfe979aa4d2b5cfe0d28b0f4,0,"public int greenTicket(int a, int b, int c)
{
    int t = 0;
    if (a==b && a==c)
    {
        t=20;
    }
    else if (a==b || a==c)
    {
        t=10;
    }
    else 
    {
     	t=0;   
    }
    return t;
}
",0,1,0,0,
161,121173,8efe4ff08d6f51db0f7179fbef12f2f1,02/25/19 4:05 AM,439,1,1,340331fca71fca5295fb53303e22e18735776251,1,"public int sortaSum(int a, int b)
{
    int x = a+b;
    if (x<=19 && x>=10)
    {
        x=20;
    }
    else 
    {
        x=x;
    }
    return x;
}
",0,0,0,0,
176,136599,8efe4ff08d6f51db0f7179fbef12f2f1,02/25/19 4:12 AM,439,3,1,4175623d1a48a7fa0bb345e38749cb7106bbd77b,0,"public boolean in1To10(int n, boolean outsideMode)
{
    boolean t=true;
    if (oustideMode==true)
    {
    	if (n<=1 || n>=10)
        {
            t=true;
        }
        else
        {
         t=false;   
        }
    }
    else 
    {
     if (n>=1 || n<=10)
        {
            t=true;
        }
        else
        {
         t=false;   
        }   
    }
}
",0,0,0,1,Return
12,11917,ffb72475a81de0e95b910ffad039f5c2,02/25/19 1:25 AM,439,234,1,2a0df41e1b5afaae6ac27468947838c1b8415d99,0,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if ((cigars >= 40 && cigars <= 60) && isWeekend == false)
    {
        return ""true"";
    }
    else if (isWeekend == false)
    {
        return ""false"";
    }
    if ((cigars >= 40) && isWeekend == true)
    {
        return ""true"";
    }
    else
    {
        return ""false"";
    }
}
",0,0,0,1,boolean
55,27323,ffb72475a81de0e95b910ffad039f5c2,02/24/19 6:45 AM,439,13,1,99f3ec7f29b49f47beb7728c09421970252c660e,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if (speed <= 60)
    {
        return 0;
    }
    else if (speed >= 61 && speed <= 80)
    {
        return 1;
    }
    else if (speed >= 81)
    {
        return 2;
    }
    if (isBirthday)
    {
        speed -= 5;
    }
}
",0,0,1,0,
58,38046,ffb72475a81de0e95b910ffad039f5c2,02/25/19 2:24 AM,439,12,1,a3f7d2bec289a5a970b01f3a1f4f899e1d258220,1,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if ((temp >= 60 && temp <= 90) && isSummer == false)
    {
        return true;
    }
    else if ((temp >= 60 && temp <=100) && isSummer == true)
    {
        return true;
    }
    else
    {
        return false;
    }
}
",0,0,0,0,
60,41775,ffb72475a81de0e95b910ffad039f5c2,02/24/19 7:04 AM,439,232,2,6c894e6198b3bd99e9060c8ca80da7457ad21606,0,"public String alarmClock(int day, boolean vacation)
{
    if (day >= 1 && day <= 5)
    {
         alarmClock() -> ""7:00"";
    }
    if (day = 0 || day = 6)
    {
        alarmClock() -> ""10:00"";
    }
    if (vacation)
    {
        alarmClock(0, true) -> ""off"";
        alarmClock(6, true) -> ""off"";   
        alarmClock(1, true) -> ""10:00"";
        alarmClock(2, true) -> ""10:00"";
        alarmClock(3, true) -> ""10:00"";
        alarmClock(4, true) -> ""10:00"";
        alarmClock(5, true) -> ""10:00""; 
    }
}
",0,0,1,1,Many
93,61375,ffb72475a81de0e95b910ffad039f5c2,02/25/19 1:52 AM,439,233,1,610f5aa27724f2bdba235d31f47a6a4f4fae1248,0,"public boolean love6(int a, int b)
{
    if (a == 6 || b == 6)
    {
        return true;
    }
    else if (Math.abs(6))
    {
        return true;
    }
    else
    {
        return false;
    }
}
",0,1,0,0,
108,66879,ffb72475a81de0e95b910ffad039f5c2,02/25/19 1:37 AM,439,5,1,b21c47387b78b784f24cedff75e350dddb2fd11a,0,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if (isMorning == true && isMom == true)
    {
        return ""true"";
    }
    else if (isMorning == true && isMom == false)
    {
        return ""false"";
    }
    else if (isAsleep == true)
    {
        return ""false"";
    }
    else
    {
        return ""true"";
    }
}
",0,1,0,1,Boolean
115,69983,ffb72475a81de0e95b910ffad039f5c2,02/24/19 11:37 PM,439,235,1,cf9ab6b18b52bcfca21af0b09e3c960bda5ae79f,0,"public int dateFashion(int you, int date)
{
    if (you >= 8 || date >= 8){
    	return 2;
    }
    else if(you <= 2 || date <= 2){
    	return 0;
    }
    return 1;
}
",0,1,0,0,
132,78428,ffb72475a81de0e95b910ffad039f5c2,02/25/19 1:32 AM,439,236,1,ec6824c528f2cf751503aecd48ce38b930f57d5b,1,"public int greenTicket(int a, int b, int c)
{
    if ((a == b) && (a == c) && (b == c))
    {
        return 20;
    }
    else if ((a == b) || (a == c) || (b == c))
    {
        return 10;
    }
    else
    {
        return 0;
    }
}
",0,0,0,0,
207,120786,ffb72475a81de0e95b910ffad039f5c2,02/25/19 2:04 AM,439,1,1,94e2a9d0ebc0e4b4d0099dfc237796d5dfb6efea,0,"public int sortaSum(int a, int b)
{
    if ((a + b >= 10) || (a + b <= 19))
    {
        return false;
    }
    else
    {
        return true;
    }
}
",1,0,0,0,
212,135809,ffb72475a81de0e95b910ffad039f5c2,02/25/19 2:19 AM,439,3,1,3bcb3f0886c3909cd75fe3182c88e8ef7405001a,0,"public boolean in1To10(int n, boolean outsideMode)
{
    if ((n >= 1 && n <= 10) && outsiderMode == false)
    {
        return true;
    }
    else if ((n <= 1 || n >=10) && outsiderMode == true)
    {
        return true;
    }
    else
    {
        return false;
    }
}
",0,0,0,1,Var
3,10775,73a2ef803debeee21de0e42f9c91aa6c,02/24/19 6:39 PM,439,234,1,016d3b171eebaf86a5739f52eccc295d7b51615a,0,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if(isWeekend)
    {
        if(cigars < 39)
            return true;
    	else
            return false;
    }
    else
    {
        if(cigars > 39 && cigars < 61)
            return true;
    	else
            return false;
    }
}
",1,0,0,0,
13,28862,73a2ef803debeee21de0e42f9c91aa6c,02/24/19 6:21 PM,439,13,4,379cce98028ffb2265dc027d3ff5caeafb708dbc,1,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if(isBirthday)
        speed -= 5;
    if(speed < 61)
     	return 0;   
    else if(speed < 81)
     	return 1;   
    else
     	return 2;   
}
",0,0,0,0,
14,37442,73a2ef803debeee21de0e42f9c91aa6c,02/24/19 6:59 PM,439,12,1,2d8194942d20911ff533c3ec27e47ca950f3612f,1,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if(isSummer)
    {
        if(temp<=100 && temp>=60)
            return true;
    	else
            return false;
    }
    else
    {
        if(temp<=90 && temp>=60)
            return true;
    	else
            return false;
    }
}
",0,0,0,0,
16,42717,73a2ef803debeee21de0e42f9c91aa6c,02/24/19 6:30 PM,439,232,2,0ec8647d2d2e4896cb68cb07f313eb7feb4abf6c,1,"public String alarmClock(int day, boolean vacation)
{
    if(vacation)
    {
     	if(day == 0 || day == 6)
            return ""off"";
        else
            return ""10:00"";
    }
    else
    {
     	if(day == 0 || day == 6)
            return ""10:00"";
        else
            return ""7:00"";
    }
}
",0,0,0,0,
18,60226,73a2ef803debeee21de0e42f9c91aa6c,02/24/19 6:51 PM,439,233,1,930b26cff822d2b1b0b9ba166b096843dc871c5d,1,"public boolean love6(int a, int b)
{
    if(a==6 || b==6)
        return true;
    else if((a+b)==6 || (Math.abs(a-b))==6)
        return true;
    else
        return false;
}
",0,0,0,0,
19,65976,73a2ef803debeee21de0e42f9c91aa6c,02/24/19 6:48 PM,439,5,1,60808f33e8a2191560012968d6b0eaebf15cd048,1,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if(isAsleep)
    {
        return false;
    }
    else
    {
     	if(isMorning)
        {
         	if(isMom)
                return true;
            else
                return false;
        }
        else
        {
         	return true;   
        }
        
    }
}
",0,0,0,0,
20,69252,73a2ef803debeee21de0e42f9c91aa6c,02/24/19 6:34 PM,439,235,1,1ced8cd57ddc210b132dfd7aa23b1b2d063fdd12,0,"public int dateFashion(int you, int date)
{
    if(you > 3 || date > 3)
    {
        return 0;
    }
    else if(you > 7 || date > 7)
    {
     	return 2;   
    }
    else
    {
     	return 1;   
    }
}
",0,1,0,0,
25,77399,73a2ef803debeee21de0e42f9c91aa6c,02/24/19 6:44 PM,439,236,1,26dd444359aad9fab0f82df7e318edc9de8edf90,0,"public int greenTicket(int a, int b, int c)
{
    if(a==b && b==c)
    {
        return 20;
    }
    else if (a!=b && b!=c)
    {
     	return 0;
    }
    else
    {
     	return 10;   
    }
}
",0,1,0,0,
45,119789,73a2ef803debeee21de0e42f9c91aa6c,02/24/19 6:54 PM,439,1,1,0cb66694d2b7545edb1117f2a58053aa21345833,1,"public int sortaSum(int a, int b)
{
    if((a+b)>=10 && (a+b)<=19)
        return 20;
    else
        return (a+b);
}
",0,0,0,0,
57,134620,73a2ef803debeee21de0e42f9c91aa6c,02/24/19 6:57 PM,439,3,1,f88d5d3896efc8fa7acc7ea497f417a8f541ed69,1,"public boolean in1To10(int n, boolean outsideMode)
{
    if(outsideMode)
    {
        if(n<=1 || n>=10)
            return true;
    	else
            return false;
    }
    else
    {
        if(n>=1 && n<=10)
            return true;
    	else
            return false;
    }
}
",0,0,0,0,
2,11516,762409ca2be073c4a6ca7962d7c72a30,02/24/19 11:31 PM,439,234,2,29f7eb3e4994f46df9e6511bab70b219c8a1fda9,0,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if( cigars>=40 && cigars<=60)
    {
        return true;
    }
    if(isWeekend)
    {
        return false;
        
    }
    
}
",0,0,1,0,
9,31223,762409ca2be073c4a6ca7962d7c72a30,02/24/19 10:18 PM,439,13,5,81c4c256817222114274bf2bb9583e4b63d995c0,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if(speed<=60)
    {   
        return 0;
    }
    if(speed >=61 && speed <=80)
    {
        return 1;
    }
    if(speed >=81)
    {
        return 2;
    }
    while (isBirthday)
    {
        if(speed<=65)
        {
     		return 0;
        }
       if(speed >=66 && speed <=85)
       {    
            return 1;
       }
       if(speed >=86)
       {
           return 2;
       }
    }
        
        
    
    
}
",0,0,1,1,
18,37823,762409ca2be073c4a6ca7962d7c72a30,02/25/19 12:24 AM,439,12,1,0a66198ab9b12894b29b9bc8624649ce344c0567,0,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if(temp>=60 && temp<=90)
    {
        return true;
    }
    else if(isSummer)
    {
        return temp>=60 && temp<=90;
    }
    else 
    {
        return false;
    }
    
}
",0,0,1,0,
22,44435,762409ca2be073c4a6ca7962d7c72a30,02/24/19 10:48 PM,439,232,3,7b132e5957d2d19b18d1e5012f68132d560b51ee,0,"public String alarmClock(int day, boolean vacation)
{
    if(vacation)
    {
        if(6 && 0)
        {
            return ""10:00"";
        }
        else
        {
            return ""off"";
        }
    }
    if(0)
    {
        return ""10:00"";
    }
    else if(1)
    {
        return ""7:00"";
    }
    else if(2)
    {
        return ""7:00"";
    }
    else if(3)
    {
        return ""7:00"";
    }
    else if(4)
    {
        return ""7:00"";
    }
    else if(5)
    {   
        return ""7:00"";
    }
    else
    {
        return ""10:00"";
    }
}
",1,0,1,1,Many
30,60969,762409ca2be073c4a6ca7962d7c72a30,02/24/19 11:59 PM,439,233,1,a1f9e765f29913fa7469548e30259734b89f847b,0,"public boolean love6(int a, int b)
{
    if(a==6 || b==6)
    {
        return true;
    }
    if(a-b=6 || a+b=6)
    {
        return true;
    }
    else 
    {
        return false;
    }
}
",0,0,0,1,abs
36,66572,762409ca2be073c4a6ca7962d7c72a30,02/24/19 11:45 PM,439,5,1,5b5cdc9fb1e1ff99e12c9724ee459a2fbfdd5bb6,0,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if(isMorning)
    {
        if(isMom)
        { 
            return true;
        }
        return false;
    }
    if(isAsleep)
    {
        return false;
    }
}
",0,1,0,0,
50,69924,762409ca2be073c4a6ca7962d7c72a30,02/24/19 11:13 PM,439,235,2,cc213301d8b1cf7f2119b725b5381b383457c7ff,0,"public int dateFashion(int you, int date)
{
    if (you>8 || date>8)
    {
        return 2;
    }
    else if (you<=2 || date<=2)
    {
        return 1;
    }
    else 
    {
        return 0;
    }
}
",0,1,0,0,
62,78052,762409ca2be073c4a6ca7962d7c72a30,02/24/19 11:37 PM,439,236,1,fcf8c165a16ec8f28534d0f5e79281a830dd931c,0,"public int greenTicket(int a, int b, int c)
{
    if( a=b=c)
    {
        return 20;
    }
    else if(a=b || b=c || a=c)
    {
        return 10;
    }
    else
    {
        return 0;
    }
    
}
",0,0,0,1,comparison
71,120481,762409ca2be073c4a6ca7962d7c72a30,02/25/19 12:09 AM,439,1,1,ccb64ab6de6fba97bd53b3f1bfa0e294c670b8f8,0,"public int sortaSum(int a, int b)
{
    if(a+b==20)
    {
        return a+b;
    }
    
}
",1,1,0,0,
101,135353,762409ca2be073c4a6ca7962d7c72a30,02/25/19 12:14 AM,439,3,3,a35be54aef9fc2433fa149dc660d5614ead8af69,0,"public boolean in1To10(int n, boolean outsideMode)
{
    if(n>=1 &&n<=10)
    {
        return true;
    }
    if(outsideMode)
    {
        return n<=1 || n>=1;
    }
    
}
",0,0,1,0,
4,11309,e8dc153260a59d4f236cfd7439d5dfd3,02/24/19 10:36 PM,439,234,2,38db6b1eea54e2e6a5cac85d9a23668b3ddb76c7,1,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if (isWeekend == true && cigars >= 40)
    {
        return true;
    }
    else if (cigars >= 40 && cigars <= 60)
    {
        return true;
    }
    else
    {
        return false;
    }
}
",0,0,0,0,
8,30582,e8dc153260a59d4f236cfd7439d5dfd3,02/24/19 9:19 PM,439,13,2,43447e129f0f84b7891d6266422546b3c1b68c28,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    int ticket = 0;
    if (isBirthday == true)
    {
        speed = speed + 5;
    }
    else if ( speed <= 60)
    {
        ticket = 0;
    }
    else if ( speed <= 80)
    {
        ticket = 1;
    }
    else if (speed >= 81)
    {
        ticket = 2;
    }
    return ticket;
}
",0,0,1,0,
30,37771,e8dc153260a59d4f236cfd7439d5dfd3,02/24/19 11:27 PM,439,12,2,19f552ed5f4e2ac38adb433a009a951a8321ba1a,0,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if (isSummer == true && temp >= 60 && temp >= 100)
    {
        return true;
    }
    else if (ifSummer == false && temp >= 60 && temp >= 90)
    {
        return true;
    }
    else
    {
        return false;
    }
}
",1,0,0,0,
33,44090,e8dc153260a59d4f236cfd7439d5dfd3,02/24/19 10:07 PM,439,232,2,c9de248509cbfb8df9345b3350b30d565867931d,0,"public String alarmClock(int day, boolean vacation)
{
    if (vaction == true)
    {
        if (day >= 1 || day<= 5)
    {
        return ""10:00"";
    }
        else
        {
            return ""off"";
        }
    }
    else if (day >= 1 || day<= 5)
    {
        return ""7:00"";
    }
    else
    {
        return ""10:00"";
    }
}
",1,0,0,1,variable
41,60863,e8dc153260a59d4f236cfd7439d5dfd3,02/24/19 11:01 PM,439,233,1,d87a9398fe135a6aef74c9b15b0aa87c5637549b,1,"public boolean love6(int a, int b)
{
    if ( a == 6 || b == 6)
    {
        return true;
    }
    else if ( (a + b) == 6)
    {
        return true;
    }
    else if ( (a-b) == 6 || (b - a) == 6)
    {
        return true;
    }
    else 
    {
        return false;
    }
}
",0,0,0,0,
42,66479,e8dc153260a59d4f236cfd7439d5dfd3,02/24/19 10:52 PM,439,5,1,8c1137ca90627dd0909928c0783ed1cceeacad62,0,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if (isAsleep == true)
    {
        return false;
    }
    else if (isMorning == true && isMom == true)
    {
        return true;
    }
    else 
    {
        return true;
    }
}
",0,1,0,0,
44,69857,e8dc153260a59d4f236cfd7439d5dfd3,02/24/19 10:25 PM,439,235,1,879a2110971b74bb31df79dc0bb58e04f98e40c5,0,"public int dateFashion(int you, int date)
{
  if (you < 3 || date  <3)
  {
      return 0;
  }
   else if (you < 3 || date  <3)
   {
       return 2;
   }
    else
    {
        return 1;
    }
}
",0,1,0,0,
48,77929,e8dc153260a59d4f236cfd7439d5dfd3,02/24/19 10:41 PM,439,236,1,63959010c264d392befcb9156372988a7fc9285a,0,"public int greenTicket(int a, int b, int c)
{
    if (a = b && b = c && a = c)
    {
        return 20;
    }
    else if (a != b && b != c && a != c)
    {
        return 0;
    }
    else
    {
        return 10;
    }
}
",0,0,0,1,comparison
67,120384,e8dc153260a59d4f236cfd7439d5dfd3,02/24/19 11:04 PM,439,1,1,2dbb7d8cf76da1dd2d78d88e33b23f58f43da1ec,0,"public int sortaSum(int a, int b)
{
    if ((a + b) >= 10 || (a + b) <= 10)
    {
        return 20;
    }
    else 
    {
        return (a +b);
    }
}
",1,0,0,0,
75,135224,e8dc153260a59d4f236cfd7439d5dfd3,02/24/19 11:15 PM,439,3,3,5c784aad94bbabe745a7ba1a4d40b92cb12d2f1c,0,"public boolean in1To10(int n, boolean outsideMode)
{
    if ( outsideMode == true && (n <= 1 || n >= 10))
    {
      return true;       
    }
     if (n <= 1 && n >= 10)
         {
             return true;
         }
         else
         {
             return false;
         }
}
",0,0,1,0,
0,11529,f0935e4cd5920aa6c7c996a5ee53a70f,02/24/19 11:36 PM,439,234,1,c68987e9cf0da4e262681a6cd22aa9bfeba33d49,1,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if (cigars > 39)
    {
        if (isWeekend)
        {
            return true;
        }
        else if (cigars < 61)
        {
            return true;
        }
        return false;
    }
    else
    {
        return false;
    }
}
",0,0,0,0,
1,32112,f0935e4cd5920aa6c7c996a5ee53a70f,02/24/19 11:23 PM,439,13,1,b903e6d80238274e2efe9bb5c0ebdcb86ff16dc8,1,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if (isBirthday)
    {
        speed = speed - 5;
    }
    if (speed <= 60)
    {
        return 0;
    }
    else if (speed > 60 && speed < 81)
    {
        return 1;
    }
    else
    {
        return 2;
    }
}
",0,0,0,0,
2,37802,f0935e4cd5920aa6c7c996a5ee53a70f,02/25/19 12:02 AM,439,12,1,013d5e718ec0010b9c772896a666f75abbee63a4,0,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    limit = 90;
    if (isSummer)
    {
        limit = 100;
    }
    if (temp > 59 && temp <= limit)
    {
        return true;
    }
    return false;
}
",0,0,0,1,variable
4,44640,f0935e4cd5920aa6c7c996a5ee53a70f,02/24/19 11:29 PM,439,232,1,c50be8d3f47736190d7d77d08849bd08d9f17498,1,"public String alarmClock(int day, boolean vacation)
{
    if(vacation)
    {
        if (day == 0 || day == 6)
        {
            return ""off"";
        }
        else
        {
            return ""10:00"";
        }
    }
    else
    {
        if (day == 0 || day == 6)
        {
            return ""10:00"";
        }
        else
        {
            return ""7:00"";
        }
    }
}
",0,0,0,0,
5,60948,f0935e4cd5920aa6c7c996a5ee53a70f,02/24/19 11:47 PM,439,233,1,780342ba0ffcbb158190c40ad7212928e57ca6b1,0,"public boolean love6(int a, int b)
{
    if (a == 6 || b == 6 || Math.abs(a - b) == 6 || a + b == 6)
    {
        return true;
    }
        
}
",0,1,0,0,
7,66570,f0935e4cd5920aa6c7c996a5ee53a70f,02/24/19 11:44 PM,439,5,2,523ca14ba364909ce1258cbfeb21c77568073c90,1,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if (isAsleep)
    {
        return false;
    }
    else
    {
        if (isMorning)
        {
            if(!isMom)
            {
                return false;
            }
        }
        return true;
        
    }
}
",0,0,0,0,
8,69976,f0935e4cd5920aa6c7c996a5ee53a70f,02/24/19 11:34 PM,439,235,1,c6f6f782266852aed3583c21017e47874dfdf146,1,"public int dateFashion(int you, int date)
{
    if(date < 3 || you < 3)
    {
        return 0;
    }
    else if (date > 7 || you > 7)
    {
        return 2;
    }
    else
    {
        return 1;
    }
}
",0,0,0,0,
12,78062,f0935e4cd5920aa6c7c996a5ee53a70f,02/24/19 11:39 PM,439,236,1,cb633ff5fc22e8b01a0b1d707b3d435a8ebc1eea,0,"public int greenTicket(int a, int b, int c)
{
    if (a == b && b == C)
    {
        return 20;
    }
    else if (a != b && b != c && a != c)
    {
        return 0;
    }
    else
    {
        return 10;
    }
    
}
",0,0,0,1,Variable
15,120465,f0935e4cd5920aa6c7c996a5ee53a70f,02/24/19 11:52 PM,439,1,6,75642de5c68acf67167ee242974137acd674cc19,1,"public int sortaSum(int a, int b)
{
    if (a + b > 9 && a + b < 20)
    {
        return 20;
    }
    return a + b;
}
",0,0,0,0,
27,135316,f0935e4cd5920aa6c7c996a5ee53a70f,02/24/19 11:59 PM,439,3,3,95b7367e9cca652e0768918e74ba3573a7314496,1,"public boolean in1To10(int n, boolean outsideMode)
{
	if (outsideMode && (n < 2 || n > 9))
    {
        return true;
    }
    if(!outsideMode && (n > 0 && n < 11))
    {
        return true;
    }
    return false;
}
",0,0,0,0,
